,lon,lat,coords
2330,-74.75,45.75,POINT (-74.75 45.75)
2331,-74.25,45.75,POINT (-74.25 45.75)
2332,-73.75,45.75,POINT (-73.75 45.75)
2333,-73.25,45.75,POINT (-73.25 45.75)
2334,-72.75,45.75,POINT (-72.75 45.75)
2335,-72.25,45.75,POINT (-72.25 45.75)
2336,-71.75,45.75,POINT (-71.75 45.75)
2337,-71.25,45.75,POINT (-71.25 45.75)
2338,-70.75,45.75,POINT (-70.75 45.75)
2391,-74.25,45.25,POINT (-74.25 45.25)
2392,-73.75,45.25,POINT (-73.75 45.25)
2393,-73.25,45.25,POINT (-73.25 45.25)
2394,-72.75,45.25,POINT (-72.75 45.25)
2395,-72.25,45.25,POINT (-72.25 45.25)
2396,-71.75,45.25,POINT (-71.75 45.25)
