,lon,lat,coords
3105,-77.25,39.25,POINT (-77.25 39.25)
3106,-76.75,39.25,POINT (-76.75 39.25)
3166,-76.75,38.75,POINT (-76.75 38.75)
3167,-76.25,38.75,POINT (-76.25 38.75)
3168,-75.75,38.75,POINT (-75.75 38.75)
3226,-76.75,38.25,POINT (-76.75 38.25)
3228,-75.75,38.25,POINT (-75.75 38.25)
3229,-75.25,38.25,POINT (-75.25 38.25)
